subscription_name,billing_cycle,amount_paid,usage_ratio,awareness_score,necessity_score,has_perks,waste_score,usage_frequency_answer,awareness_answer,necessity_answer
Adobe CC,monthly,1144.82,0.352,7,10,1,38.0,few_times_week,sometimes_notice,fun
YouTube Premium,monthly,4217.55,0.09,6,10,0,72.3,once_twice_week,sometimes_notice,fun
Wine Club,monthly,2281.98,0.365,8,6,0,52.9,rarely,forget,nice_to_have
Disney+,monthly,4924.38,0.908,10,5,1,15.5,daily,always_notice,nice_to_have
Amazon Prime,monthly,2230.52,0.65,7,8,1,30.2,few_times_month,always_notice,essential
Zomato Gold,monthly,487.26,0.667,9,2,1,25.0,few_times_week,sometimes_notice,fun
Educational Hub,monthly,1756.78,0.622,4,5,0,40.1,rarely,sometimes_notice,essential
YouTube Premium,monthly,1953.58,0.602,4,4,0,37.9,rarely,forget,essential
Dating App,yearly,2628.0,0.373,5,6,0,60.0,daily,sometimes_notice,nice_to_have
Newspaper,monthly,1901.67,0.791,9,8,0,21.2,once_twice_week,always_notice,nice_to_have
Amazon Prime,yearly,196.31,0.197,2,10,0,64.1,once_twice_week,always_notice,essential
Disney+,monthly,3975.26,0.034,9,4,0,76.9,cant_remember,forget,fun
Gaming Pass,yearly,4378.69,0.9,9,6,0,23.2,few_times_month,forget,fun
Wine Club,monthly,260.24,0.829,6,1,0,30.0,rarely,sometimes_notice,fun
Educational Hub,monthly,186.56,0.149,10,8,0,51.9,daily,forget,essential
Educational Hub,yearly,2748.22,0.663,7,8,1,29.5,once_twice_week,sometimes_notice,fun
LinkedIn Premium,yearly,2763.12,0.607,2,9,1,37.0,few_times_month,sometimes_notice,essential
Dating App,monthly,4852.71,0.017,10,6,0,71.8,few_times_month,always_notice,nice_to_have
YouTube Premium,yearly,3522.05,0.791,9,5,1,22.0,daily,forget,fun
Adobe CC,yearly,668.24,0.14,2,6,0,77.5,cant_remember,always_notice,nice_to_have
Netflix,monthly,3240.16,0.823,8,9,0,26.7,cant_remember,sometimes_notice,nice_to_have
Spotify,monthly,2818.39,0.56,10,9,1,27.7,daily,sometimes_notice,nice_to_have
Newspaper,yearly,4630.84,0.076,6,2,0,79.0,few_times_week,sometimes_notice,nice_to_have
Gaming Pass,yearly,3032.08,0.08,1,8,0,85.3,daily,sometimes_notice,nice_to_have
Adobe CC,yearly,1638.04,0.622,3,4,0,38.6,once_twice_week,always_notice,nice_to_have
YouTube Premium,yearly,987.89,0.436,2,10,1,43.2,once_twice_week,sometimes_notice,essential
Gaming Pass,monthly,517.81,0.791,3,5,0,34.8,once_twice_week,forget,essential
Zomato Gold,monthly,1558.21,0.644,10,6,0,30.8,daily,forget,fun
Gaming Pass,monthly,304.15,0.779,4,4,0,31.9,cant_remember,sometimes_notice,essential
Disney+,monthly,186.92,0.188,4,6,0,62.6,daily,always_notice,fun
LinkedIn Premium,monthly,3647.37,0.93,5,4,0,28.9,once_twice_week,always_notice,essential
Newspaper,monthly,379.36,0.055,4,3,1,57.1,few_times_week,always_notice,fun
Adobe CC,yearly,3003.89,0.52,8,4,0,49.2,daily,always_notice,fun
Gaming Pass,monthly,4110.17,0.735,6,8,0,36.8,few_times_month,sometimes_notice,essential
Newspaper,yearly,4802.9,0.74,6,5,0,37.9,few_times_week,forget,nice_to_have
Gym Membership,yearly,3618.51,0.91,9,7,0,19.7,cant_remember,forget,fun
YouTube Premium,monthly,4722.55,0.82,10,9,0,22.9,daily,always_notice,essential
Software License,monthly,1269.12,0.122,7,9,0,63.0,daily,forget,essential
Newspaper,yearly,2646.19,0.394,5,5,1,48.6,daily,forget,nice_to_have
Adobe CC,monthly,4587.42,0.776,9,9,0,27.2,rarely,sometimes_notice,essential
Spotify,monthly,1276.18,0.759,2,3,0,41.1,rarely,always_notice,nice_to_have
Software License,monthly,513.74,0.61,2,1,1,41.6,few_times_week,always_notice,essential
LinkedIn Premium,yearly,1564.27,0.632,10,3,0,32.7,cant_remember,sometimes_notice,fun
Disney+,yearly,142.26,0.386,4,10,0,48.7,few_times_month,always_notice,nice_to_have
Software License,yearly,4895.13,0.9,1,8,0,36.8,cant_remember,forget,fun
YouTube Premium,yearly,2197.25,0.037,8,7,0,72.0,few_times_week,forget,fun
Gym Membership,yearly,202.39,0.495,5,5,1,35.1,few_times_month,forget,fun
Dating App,yearly,3575.62,0.384,7,7,0,54.9,once_twice_week,sometimes_notice,fun
Newspaper,yearly,2576.15,0.368,5,2,0,64.8,daily,sometimes_notice,essential
Educational Hub,monthly,3408.41,0.474,5,6,0,55.5,once_twice_week,sometimes_notice,essential
Adobe CC,yearly,2837.33,0.187,2,5,1,63.5,few_times_week,always_notice,fun
Spotify,yearly,2475.78,0.475,9,2,0,49.3,daily,sometimes_notice,fun
Software License,monthly,3401.39,0.131,4,8,0,74.8,few_times_month,forget,nice_to_have
Educational Hub,monthly,1745.75,0.82,10,3,0,25.5,few_times_week,forget,fun
Netflix,yearly,2328.43,0.424,7,1,1,45.2,rarely,sometimes_notice,fun
Wine Club,monthly,3517.05,0.669,2,5,1,38.9,few_times_week,forget,fun
Gaming Pass,yearly,4439.0,0.513,1,4,1,48.2,few_times_week,forget,fun
Dating App,monthly,1527.18,0.516,2,8,0,52.6,few_times_week,forget,fun
LinkedIn Premium,yearly,620.75,0.922,9,2,0,16.7,few_times_week,always_notice,nice_to_have
LinkedIn Premium,yearly,4740.1,0.665,1,9,0,38.7,rarely,forget,nice_to_have
Dating App,yearly,3548.48,0.065,10,9,0,66.1,few_times_week,forget,essential
Netflix,yearly,3447.15,0.962,9,2,0,21.5,daily,forget,fun
YouTube Premium,yearly,4878.53,0.169,2,7,1,64.4,cant_remember,sometimes_notice,essential
Educational Hub,monthly,2761.39,0.325,1,6,1,58.4,rarely,always_notice,nice_to_have
Adobe CC,yearly,4104.85,0.968,6,7,0,23.7,few_times_week,sometimes_notice,essential
Dating App,monthly,2608.56,0.961,1,5,0,33.3,cant_remember,forget,nice_to_have
Adobe CC,monthly,1856.65,0.158,9,8,0,59.5,rarely,always_notice,nice_to_have
YouTube Premium,yearly,2158.72,0.343,10,10,1,35.5,once_twice_week,forget,nice_to_have
Gaming Pass,yearly,1283.07,0.017,5,4,1,61.1,cant_remember,sometimes_notice,essential
Educational Hub,monthly,439.5,0.952,6,9,1,10.4,once_twice_week,always_notice,fun
Educational Hub,yearly,2527.22,0.296,9,3,0,59.5,daily,always_notice,nice_to_have
Newspaper,yearly,3013.69,0.277,7,6,0,60.8,daily,always_notice,fun
Zomato Gold,monthly,3399.25,0.371,5,7,0,61.6,once_twice_week,sometimes_notice,nice_to_have
Zomato Gold,monthly,4639.71,0.395,9,9,0,46.5,few_times_week,forget,nice_to_have
Wine Club,monthly,4917.14,0.113,6,1,1,66.3,few_times_month,sometimes_notice,nice_to_have
Netflix,yearly,2332.46,0.735,4,7,0,37.3,few_times_week,forget,fun
LinkedIn Premium,monthly,2759.56,0.675,3,8,0,40.2,rarely,forget,nice_to_have
Gaming Pass,monthly,4328.6,0.894,1,3,0,41.4,few_times_month,forget,fun
Software License,monthly,1512.46,0.849,1,10,0,30.5,few_times_month,sometimes_notice,essential
Gaming Pass,yearly,1910.78,0.489,5,2,0,56.3,once_twice_week,forget,nice_to_have
Netflix,monthly,3346.79,0.413,9,5,1,42.1,few_times_month,always_notice,nice_to_have
Spotify,monthly,3427.39,0.519,2,7,0,58.1,daily,forget,fun
LinkedIn Premium,yearly,4079.33,0.578,1,6,0,55.9,few_times_week,forget,essential
Cloud Storage,monthly,843.67,0.805,6,2,0,27.5,cant_remember,always_notice,fun
Amazon Prime,yearly,1754.83,0.807,5,8,0,31.6,few_times_month,always_notice,essential
Software License,monthly,4141.1,0.209,7,8,0,64.4,few_times_month,always_notice,essential
Cloud Storage,yearly,4174.03,0.218,10,7,0,59.5,daily,sometimes_notice,essential
YouTube Premium,yearly,1172.1,0.641,3,7,0,40.8,cant_remember,always_notice,nice_to_have
Disney+,yearly,4972.44,0.502,4,8,1,43.9,few_times_week,always_notice,nice_to_have
Educational Hub,monthly,2702.25,0.081,6,10,0,72.8,once_twice_week,forget,nice_to_have
YouTube Premium,monthly,3540.32,0.721,4,7,0,39.3,daily,always_notice,fun
Dating App,yearly,4725.49,0.863,4,1,1,32.8,few_times_week,always_notice,fun
Gym Membership,monthly,2500.1,0.993,3,9,0,23.8,few_times_month,sometimes_notice,essential
YouTube Premium,monthly,647.68,0.641,10,10,1,19.1,few_times_week,always_notice,fun
Software License,yearly,3258.3,0.698,10,2,1,28.7,rarely,always_notice,nice_to_have
Zomato Gold,monthly,4504.04,0.325,7,6,0,61.0,cant_remember,forget,fun
Software License,yearly,953.89,0.367,4,2,1,49.5,rarely,forget,essential
Newspaper,monthly,3124.56,0.07,7,10,0,73.2,few_times_month,sometimes_notice,fun
Adobe CC,monthly,4553.58,0.016,2,7,1,68.9,cant_remember,sometimes_notice,essential
Educational Hub,monthly,3785.62,0.974,6,7,0,23.7,few_times_week,forget,fun
Gym Membership,yearly,120.36,0.977,8,2,0,13.9,daily,always_notice,essential
Dating App,monthly,3519.75,0.064,5,6,0,77.9,once_twice_week,always_notice,essential
Netflix,yearly,4363.9,0.225,8,5,1,50.5,rarely,sometimes_notice,fun
Amazon Prime,monthly,4662.01,0.838,5,5,0,34.2,rarely,sometimes_notice,fun
Newspaper,monthly,3288.87,0.349,9,8,1,40.3,cant_remember,forget,fun
Cloud Storage,monthly,1725.87,0.637,10,4,0,30.7,few_times_month,sometimes_notice,fun
Disney+,monthly,358.64,0.416,8,2,0,48.0,cant_remember,sometimes_notice,essential
Spotify,monthly,3719.98,0.828,10,8,0,23.6,once_twice_week,forget,essential
Software License,monthly,868.61,0.252,6,6,0,58.5,few_times_month,sometimes_notice,nice_to_have
Cloud Storage,yearly,4720.38,0.869,2,7,1,28.0,once_twice_week,sometimes_notice,nice_to_have
Netflix,monthly,2547.35,0.591,7,7,1,35.0,cant_remember,forget,essential
Adobe CC,monthly,2223.17,0.471,10,6,1,34.2,few_times_month,forget,essential
Gaming Pass,yearly,3063.99,0.595,3,1,0,57.7,rarely,sometimes_notice,essential
Zomato Gold,monthly,3806.0,0.764,2,5,0,41.0,few_times_month,sometimes_notice,essential
Newspaper,yearly,4409.77,0.044,10,1,0,76.5,once_twice_week,forget,nice_to_have
YouTube Premium,monthly,662.36,0.573,9,9,1,24.8,few_times_month,always_notice,fun
Disney+,yearly,501.12,0.75,7,5,1,23.1,few_times_week,sometimes_notice,essential
Zomato Gold,yearly,2039.92,0.21,5,2,0,71.1,rarely,always_notice,essential
Dating App,monthly,3897.87,0.272,3,5,0,73.7,daily,always_notice,fun
Dating App,yearly,4958.16,0.836,3,3,1,32.1,rarely,always_notice,nice_to_have
LinkedIn Premium,monthly,3902.08,0.508,3,8,1,43.5,once_twice_week,forget,fun
Newspaper,monthly,3541.51,0.665,5,7,1,37.3,few_times_month,always_notice,nice_to_have
Spotify,yearly,562.76,0.595,8,8,0,32.6,few_times_month,forget,fun
Zomato Gold,yearly,1340.89,0.648,10,1,0,35.6,few_times_week,always_notice,nice_to_have
Adobe CC,yearly,1085.44,0.163,9,8,0,57.1,rarely,forget,fun
Adobe CC,yearly,3936.16,0.196,6,9,1,55.3,rarely,sometimes_notice,fun
Gym Membership,monthly,2657.82,0.848,6,5,0,29.2,few_times_week,always_notice,nice_to_have
Disney+,yearly,4830.4,0.439,6,3,0,61.6,daily,sometimes_notice,essential
Newspaper,yearly,680.75,0.663,1,9,0,41.0,rarely,sometimes_notice,essential
Gym Membership,yearly,470.56,0.242,7,2,0,61.0,daily,forget,fun
Educational Hub,monthly,2937.78,0.094,5,4,0,80.8,once_twice_week,forget,essential
Adobe CC,yearly,2703.4,0.252,6,6,0,62.9,few_times_month,sometimes_notice,fun
Software License,yearly,3627.29,0.725,7,3,0,39.9,few_times_month,forget,nice_to_have
Wine Club,yearly,778.89,0.809,9,4,0,24.3,rarely,always_notice,nice_to_have
YouTube Premium,monthly,562.19,0.396,3,7,0,55.6,cant_remember,sometimes_notice,essential
Gaming Pass,yearly,3664.9,0.43,3,8,1,48.3,cant_remember,sometimes_notice,nice_to_have
Gaming Pass,yearly,1629.44,0.164,10,2,0,63.4,rarely,sometimes_notice,nice_to_have
LinkedIn Premium,yearly,3415.41,0.022,4,8,1,69.2,daily,sometimes_notice,essential
LinkedIn Premium,yearly,3478.73,0.782,7,6,1,27.4,rarely,forget,essential
Disney+,monthly,4634.76,0.802,7,2,1,26.0,few_times_month,sometimes_notice,fun
Zomato Gold,monthly,2273.91,0.501,3,2,0,59.0,few_times_week,sometimes_notice,essential
Newspaper,monthly,4147.89,0.449,1,9,0,63.2,cant_remember,sometimes_notice,nice_to_have
Zomato Gold,monthly,173.58,0.264,1,10,0,63.5,once_twice_week,forget,essential
Educational Hub,yearly,2280.32,0.622,7,5,0,38.9,daily,sometimes_notice,essential
Wine Club,yearly,445.36,0.245,8,10,1,41.6,daily,always_notice,nice_to_have
Software License,yearly,1530.84,0.154,5,2,0,72.3,few_times_month,forget,fun
Gaming Pass,monthly,142.25,0.348,5,2,0,59.2,once_twice_week,forget,fun
Newspaper,yearly,416.51,0.933,10,4,0,12.0,few_times_month,forget,nice_to_have
LinkedIn Premium,monthly,3743.56,0.986,5,4,0,29.0,few_times_week,forget,essential
Adobe CC,yearly,153.54,0.105,10,10,0,56.7,cant_remember,forget,fun
LinkedIn Premium,yearly,4368.04,0.618,6,1,1,37.9,daily,forget,essential
Software License,monthly,2116.25,0.988,9,3,0,15.6,daily,sometimes_notice,nice_to_have
Gym Membership,monthly,379.37,0.989,5,5,1,16.7,few_times_week,always_notice,fun
Netflix,yearly,4533.65,0.026,9,1,0,78.8,once_twice_week,sometimes_notice,fun
Cloud Storage,yearly,1735.7,0.244,7,7,0,56.8,once_twice_week,forget,nice_to_have
Gym Membership,yearly,2642.98,0.805,5,7,0,33.2,few_times_month,forget,nice_to_have
LinkedIn Premium,monthly,3293.49,0.435,1,2,1,60.0,few_times_week,sometimes_notice,fun
Zomato Gold,yearly,2448.89,0.819,10,3,0,26.0,few_times_month,sometimes_notice,fun
Spotify,yearly,3294.44,0.538,6,7,0,47.7,few_times_month,forget,nice_to_have
Netflix,monthly,1123.5,0.381,6,8,0,49.1,few_times_month,sometimes_notice,fun
Zomato Gold,yearly,3375.39,0.066,6,5,1,62.5,rarely,forget,fun
Netflix,yearly,3778.07,0.819,4,10,0,34.2,few_times_month,forget,nice_to_have
LinkedIn Premium,yearly,4163.98,0.608,1,4,0,39.5,once_twice_week,sometimes_notice,fun
Amazon Prime,monthly,2419.37,0.865,9,6,0,23.0,rarely,sometimes_notice,nice_to_have
Disney+,yearly,2538.84,0.861,7,8,1,21.0,rarely,forget,nice_to_have
Disney+,monthly,3327.26,0.649,3,1,0,42.8,few_times_week,forget,nice_to_have
Software License,yearly,3508.0,0.069,7,7,1,59.7,rarely,forget,nice_to_have
Educational Hub,monthly,2109.94,0.42,7,8,0,48.4,cant_remember,forget,nice_to_have
Newspaper,yearly,1332.4,0.085,3,10,1,59.0,rarely,forget,nice_to_have
Educational Hub,monthly,2849.97,0.748,6,1,0,42.9,few_times_week,always_notice,essential
Zomato Gold,monthly,993.72,0.604,4,8,1,32.1,cant_remember,forget,fun
Educational Hub,yearly,4883.71,0.018,6,1,0,87.8,few_times_month,forget,nice_to_have
Gaming Pass,monthly,843.61,0.977,7,4,0,16.7,few_times_month,sometimes_notice,nice_to_have
Netflix,yearly,4322.59,0.18,3,7,0,76.1,rarely,forget,nice_to_have
Zomato Gold,monthly,523.28,0.016,3,9,0,74.9,rarely,forget,essential
Cloud Storage,yearly,1903.26,0.399,1,2,0,67.9,cant_remember,forget,essential
YouTube Premium,monthly,4954.58,0.452,5,2,0,62.6,daily,forget,essential
Dating App,yearly,4589.12,0.339,4,5,1,51.6,rarely,sometimes_notice,nice_to_have
Software License,monthly,2732.03,0.746,6,7,0,36.6,once_twice_week,forget,essential
Wine Club,yearly,2467.06,0.815,6,5,0,33.1,once_twice_week,forget,fun
Disney+,yearly,686.29,0.439,3,8,0,50.7,few_times_month,sometimes_notice,fun
Disney+,monthly,1735.55,0.174,6,6,0,65.7,few_times_week,sometimes_notice,fun
Wine Club,monthly,2343.71,0.144,1,4,0,82.8,daily,sometimes_notice,essential
Wine Club,yearly,4219.43,0.323,6,5,0,63.7,few_times_week,forget,fun
YouTube Premium,yearly,873.21,0.311,7,10,0,51.5,daily,forget,essential
Educational Hub,monthly,1261.7,0.995,8,6,0,13.5,few_times_month,sometimes_notice,essential
Dating App,monthly,4058.01,0.284,6,3,1,55.1,few_times_week,always_notice,essential
Spotify,yearly,1394.4,0.591,4,4,0,45.2,few_times_week,sometimes_notice,nice_to_have
Cloud Storage,monthly,1198.64,0.062,2,9,0,75.6,rarely,sometimes_notice,nice_to_have
Cloud Storage,yearly,3991.64,0.524,1,1,0,65.3,cant_remember,sometimes_notice,essential
Disney+,monthly,3191.84,0.089,6,1,0,79.6,rarely,sometimes_notice,fun
Spotify,yearly,2603.9,0.063,8,1,0,77.7,cant_remember,forget,essential
Wine Club,yearly,411.4,0.021,8,8,0,65.8,daily,sometimes_notice,fun
Amazon Prime,yearly,1296.13,0.903,10,5,0,15.2,rarely,sometimes_notice,nice_to_have
LinkedIn Premium,monthly,1667.79,0.502,7,6,1,37.5,daily,always_notice,fun
Gaming Pass,monthly,702.83,0.453,6,3,1,40.1,few_times_month,sometimes_notice,nice_to_have
Dating App,yearly,3687.4,0.813,3,6,0,39.9,few_times_month,forget,fun
Disney+,monthly,2698.53,0.926,2,8,0,32.5,daily,sometimes_notice,nice_to_have
Wine Club,monthly,3831.37,0.628,4,5,1,43.2,once_twice_week,sometimes_notice,essential
Software License,monthly,3700.03,0.5,2,3,1,50.5,few_times_week,sometimes_notice,fun
YouTube Premium,yearly,1826.07,0.353,5,7,1,46.0,few_times_week,sometimes_notice,fun
Wine Club,monthly,459.96,0.64,8,5,1,24.0,few_times_month,always_notice,nice_to_have
Dating App,monthly,740.03,0.252,7,8,0,55.6,few_times_week,always_notice,nice_to_have
Software License,yearly,4633.72,0.724,7,3,0,41.9,rarely,forget,essential
Gaming Pass,yearly,2865.58,0.721,7,8,0,33.4,once_twice_week,forget,fun
Gym Membership,yearly,4659.56,0.894,9,9,0,21.0,few_times_month,forget,fun
Zomato Gold,yearly,3584.77,0.083,5,10,0,78.4,daily,always_notice,fun
Cloud Storage,yearly,2423.94,0.707,7,7,0,34.8,once_twice_week,always_notice,nice_to_have
Netflix,yearly,2383.38,0.708,3,3,1,38.6,rarely,always_notice,fun
Netflix,yearly,4711.59,0.451,9,7,0,48.1,once_twice_week,always_notice,nice_to_have
Spotify,monthly,1771.14,0.093,7,3,0,75.0,cant_remember,forget,fun
Educational Hub,monthly,735.57,0.334,8,2,0,52.6,rarely,forget,nice_to_have
Wine Club,yearly,4538.52,0.907,1,4,0,39.7,few_times_month,forget,essential
Amazon Prime,monthly,1451.0,0.625,8,3,0,40.7,cant_remember,forget,fun
YouTube Premium,monthly,4566.83,0.427,8,1,0,58.7,rarely,always_notice,nice_to_have
Gaming Pass,monthly,4010.96,0.822,1,5,0,40.7,few_times_week,always_notice,nice_to_have
Disney+,yearly,4659.41,0.507,6,10,1,36.9,daily,forget,fun
Amazon Prime,monthly,135.2,0.377,8,5,0,46.4,few_times_week,forget,nice_to_have
Dating App,yearly,1103.32,0.987,6,6,0,17.1,cant_remember,sometimes_notice,fun
Educational Hub,yearly,2970.84,0.504,3,2,0,60.9,cant_remember,always_notice,nice_to_have
Zomato Gold,monthly,2063.73,0.082,8,9,0,65.3,few_times_week,sometimes_notice,fun
Adobe CC,yearly,3854.92,0.993,4,1,0,29.9,few_times_week,forget,essential
Adobe CC,monthly,441.15,0.311,2,7,0,59.2,few_times_month,always_notice,nice_to_have
Software License,yearly,1676.05,0.163,9,7,1,48.6,few_times_month,sometimes_notice,nice_to_have
Disney+,monthly,3118.83,0.908,8,5,1,17.6,few_times_week,forget,essential
LinkedIn Premium,yearly,2110.05,0.413,4,2,1,47.7,daily,forget,essential
Zomato Gold,yearly,131.11,0.978,1,5,1,19.6,daily,sometimes_notice,fun
Software License,monthly,3064.78,0.769,2,8,0,40.7,cant_remember,forget,essential
Wine Club,monthly,2594.06,0.751,2,1,0,38.6,few_times_month,forget,nice_to_have
Disney+,monthly,1650.72,0.557,4,2,1,43.8,cant_remember,sometimes_notice,essential
LinkedIn Premium,monthly,1277.81,0.656,3,1,0,42.0,cant_remember,always_notice,nice_to_have
Zomato Gold,monthly,3064.38,0.335,5,3,1,57.3,few_times_month,sometimes_notice,nice_to_have
Amazon Prime,monthly,3091.85,0.807,7,2,0,33.2,once_twice_week,always_notice,essential
Amazon Prime,yearly,4943.98,0.256,10,4,1,49.0,few_times_week,forget,essential
Newspaper,monthly,1937.0,0.319,4,7,0,62.9,once_twice_week,always_notice,fun
Gaming Pass,yearly,3953.06,0.474,5,1,1,46.9,few_times_week,sometimes_notice,fun
Software License,yearly,500.06,0.003,8,3,1,55.5,once_twice_week,always_notice,fun
Gym Membership,monthly,755.68,0.102,7,1,0,72.6,few_times_month,sometimes_notice,essential
Adobe CC,yearly,3121.84,0.285,3,7,0,67.1,few_times_week,forget,essential
LinkedIn Premium,monthly,1840.31,0.031,6,7,1,57.1,once_twice_week,forget,fun
Disney+,monthly,874.18,0.913,7,3,0,22.5,cant_remember,always_notice,fun
Gaming Pass,monthly,3215.97,0.977,3,1,0,31.9,once_twice_week,sometimes_notice,fun
Cloud Storage,monthly,2078.46,0.806,4,1,0,37.8,rarely,always_notice,essential
Spotify,yearly,2034.53,0.902,3,9,0,28.8,cant_remember,sometimes_notice,essential
Gaming Pass,monthly,3971.31,0.886,8,2,0,28.8,once_twice_week,forget,nice_to_have
Wine Club,yearly,3639.65,0.267,2,10,0,68.8,few_times_month,forget,nice_to_have
Newspaper,yearly,3679.61,0.559,6,6,0,49.8,few_times_month,always_notice,fun
Amazon Prime,monthly,1777.76,0.62,8,6,1,28.2,daily,always_notice,fun
Disney+,yearly,1848.49,0.186,6,3,0,69.0,few_times_week,sometimes_notice,fun
Dating App,yearly,3999.67,0.662,9,4,1,29.8,once_twice_week,forget,nice_to_have
LinkedIn Premium,yearly,3416.59,0.657,9,6,1,26.9,cant_remember,forget,fun
Cloud Storage,yearly,4973.13,0.91,6,5,0,28.2,few_times_month,sometimes_notice,fun
Gaming Pass,monthly,3055.99,0.295,8,2,1,51.9,cant_remember,always_notice,essential
YouTube Premium,monthly,268.04,0.831,9,9,0,14.7,daily,sometimes_notice,fun
Wine Club,yearly,2826.81,0.071,8,7,0,71.5,few_times_week,forget,nice_to_have
Dating App,yearly,1701.18,0.36,8,3,0,55.4,daily,forget,nice_to_have
Amazon Prime,yearly,3198.81,0.231,10,2,0,65.2,few_times_week,always_notice,essential
YouTube Premium,yearly,1142.08,0.907,2,6,0,30.7,daily,forget,essential
Gym Membership,yearly,2479.38,0.465,6,3,0,55.2,few_times_month,forget,essential
Disney+,yearly,2203.41,0.284,10,1,0,57.4,cant_remember,always_notice,nice_to_have
Gym Membership,yearly,2324.9,0.734,5,1,0,41.0,once_twice_week,forget,essential
Gaming Pass,yearly,1848.35,0.219,5,4,1,54.8,daily,sometimes_notice,nice_to_have
Disney+,monthly,2566.38,0.265,4,8,0,64.8,few_times_month,sometimes_notice,essential
Spotify,monthly,1252.66,0.462,2,3,1,46.6,daily,always_notice,fun
Dating App,yearly,2570.6,0.261,3,8,0,65.3,few_times_week,sometimes_notice,nice_to_have
Gaming Pass,yearly,1515.46,0.326,1,5,0,68.6,daily,sometimes_notice,essential
Dating App,yearly,385.84,0.593,1,7,1,35.5,few_times_month,always_notice,nice_to_have
Software License,yearly,4356.98,0.724,2,5,0,38.8,once_twice_week,forget,fun
Amazon Prime,yearly,2286.31,0.264,5,7,0,63.4,rarely,forget,fun
Gaming Pass,monthly,2169.26,0.913,9,2,0,23.9,few_times_week,sometimes_notice,nice_to_have
Software License,monthly,3910.75,0.702,8,7,0,34.1,daily,forget,fun
Adobe CC,monthly,1576.91,0.492,3,5,0,55.1,few_times_week,sometimes_notice,nice_to_have
Amazon Prime,monthly,3971.0,0.391,5,6,0,63.4,daily,sometimes_notice,fun
Wine Club,monthly,4103.92,0.588,5,9,0,49.1,cant_remember,forget,fun
Wine Club,yearly,4646.85,0.821,7,10,0,27.1,once_twice_week,sometimes_notice,fun
Netflix,yearly,3515.75,0.498,8,4,0,48.5,few_times_month,sometimes_notice,essential
YouTube Premium,yearly,1190.98,0.243,8,8,0,58.3,daily,always_notice,fun
Adobe CC,yearly,4244.11,0.011,2,4,0,91.6,once_twice_week,sometimes_notice,nice_to_have
Netflix,yearly,1050.1,0.338,5,2,0,60.2,cant_remember,sometimes_notice,nice_to_have
Wine Club,yearly,3761.41,0.866,2,7,0,38.5,daily,sometimes_notice,essential
Gaming Pass,monthly,4820.47,0.33,6,1,0,66.5,rarely,always_notice,essential
Netflix,monthly,1813.42,0.656,4,6,0,40.0,cant_remember,always_notice,fun
Gaming Pass,yearly,2559.56,0.848,4,6,0,35.8,few_times_week,always_notice,fun
Dating App,monthly,3405.86,0.839,9,9,0,22.0,few_times_month,always_notice,nice_to_have
Zomato Gold,yearly,3273.44,0.275,2,5,0,75.0,rarely,always_notice,essential
Spotify,yearly,251.37,0.664,1,1,0,39.3,rarely,always_notice,fun
Gym Membership,monthly,4737.06,0.529,2,8,1,45.0,rarely,sometimes_notice,essential
Gym Membership,yearly,3160.83,0.236,8,3,0,69.6,cant_remember,sometimes_notice,essential
Spotify,monthly,1832.72,0.75,10,9,0,22.6,cant_remember,sometimes_notice,essential
Educational Hub,monthly,714.01,0.745,6,6,0,31.0,few_times_week,always_notice,fun
Disney+,monthly,2228.21,0.277,9,3,1,46.1,few_times_week,sometimes_notice,nice_to_have
Wine Club,yearly,1022.72,0.022,6,10,0,71.5,rarely,always_notice,fun
Spotify,yearly,1593.27,0.481,10,5,1,32.2,few_times_week,forget,nice_to_have
Dating App,monthly,2568.95,0.51,2,5,0,59.6,few_times_week,always_notice,essential
Software License,monthly,499.28,0.14,5,9,0,65.3,rarely,forget,fun
LinkedIn Premium,monthly,2173.75,0.145,9,9,0,63.6,rarely,sometimes_notice,fun
Newspaper,monthly,988.02,0.183,2,2,0,77.9,once_twice_week,always_notice,fun
Software License,monthly,4375.0,0.441,4,6,0,59.9,few_times_week,always_notice,fun
Wine Club,monthly,3057.9,0.186,2,2,0,80.4,rarely,always_notice,nice_to_have
Netflix,monthly,1261.52,0.863,9,7,0,17.5,cant_remember,forget,fun
Adobe CC,monthly,3052.77,0.496,2,1,0,63.0,rarely,forget,fun
Software License,yearly,2004.24,0.955,8,7,0,14.6,once_twice_week,forget,fun
Disney+,monthly,2225.74,0.894,8,10,0,17.8,once_twice_week,always_notice,fun
YouTube Premium,yearly,492.28,0.357,4,10,0,52.7,few_times_week,forget,fun
Dating App,yearly,533.44,0.597,2,6,1,36.0,once_twice_week,forget,nice_to_have
Zomato Gold,monthly,436.96,0.157,7,10,1,47.4,once_twice_week,sometimes_notice,fun
Dating App,yearly,1229.06,0.001,9,3,0,73.0,few_times_month,always_notice,nice_to_have
Newspaper,yearly,2626.51,0.508,10,5,1,34.5,once_twice_week,forget,essential
Gym Membership,yearly,1938.47,0.077,9,8,0,64.6,once_twice_week,forget,fun
Gaming Pass,monthly,3165.19,0.907,5,9,1,24.0,once_twice_week,always_notice,essential
Dating App,yearly,795.73,0.191,2,9,0,67.4,once_twice_week,sometimes_notice,fun
Amazon Prime,monthly,1050.86,0.33,7,7,1,41.5,rarely,forget,nice_to_have
Cloud Storage,yearly,2177.91,0.469,7,6,1,40.9,once_twice_week,always_notice,essential
